1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
NC_065571.1	12250000	12300000	0.692240	0.307760	17536	7568	7820	17076	0	0	50000
NC_065571.1	12300000	12350000	0.693260	0.306740	17347	8073	7264	17316	0	0	50000
NC_065571.1	12350000	12400000	0.692180	0.307820	17229	7598	7793	17380	0	0	50000
NC_065571.1	12400000	12450000	0.686580	0.313420	15927	7238	8433	18402	0	0	50000
NC_065571.1	12450000	12500000	0.681020	0.318980	17597	7785	8164	16454	0	0	50000
NC_065571.1	12500000	12550000	0.674440	0.325560	16671	7963	8315	17051	0	0	50000
NC_065571.1	12550000	12600000	0.629980	0.370020	15737	8749	9752	15762	0	0	50000
NC_065571.1	12600000	12650000	0.642020	0.357980	15479	8699	9200	16622	0	0	50000
NC_065571.1	12650000	12700000	0.662000	0.338000	16730	8111	8789	16370	0	0	50000
NC_065571.1	12700000	12750000	0.706880	0.293120	17470	7057	7599	17874	0	0	50000
NC_065571.1	12750000	12800000	0.675800	0.324200	16840	7794	8416	16950	0	0	50000
NC_065571.1	12800000	12850000	0.675860	0.324140	17606	7891	8316	16187	0	0	50000
NC_065571.1	12850000	12900000	0.686320	0.313680	16732	7434	8250	17584	0	0	50000
NC_065571.1	12900000	12950000	0.680440	0.319560	16403	7619	8359	17619	0	0	50000
NC_065571.1	12950000	13000000	0.671460	0.328540	16330	7841	8586	17243	0	0	50000
NC_065571.1	13000000	13050000	0.644200	0.355800	15918	8773	9017	16292	0	0	50000
NC_065571.1	13050000	13100000	0.668540	0.331460	16402	7581	8992	17025	0	0	50000
NC_065571.1	13100000	13150000	0.689300	0.310700	17073	7720	7815	17392	0	0	50000
NC_065571.1	13150000	13200000	0.696320	0.303680	17560	7697	7487	17256	0	0	50000
NC_065571.1	13200000	13250000	0.674880	0.325120	17020	8686	7570	16724	0	0	50000
NC_065571.1	13250000	13300000	0.641800	0.358200	15807	8351	9559	16283	0	0	50000
NC_065571.1	13300000	13350000	0.669300	0.330700	16625	8290	8245	16840	0	0	50000
NC_065571.1	13350000	13400000	0.635520	0.364480	15853	9706	8518	15923	0	0	50000
NC_065571.1	13400000	13450000	0.655640	0.344360	16949	8538	8680	15833	0	0	50000
NC_065571.1	13450000	13500000	0.662380	0.337620	15447	7113	9768	17672	0	0	50000
NC_065571.1	13500000	13550000	0.685640	0.314360	16193	6866	8852	18089	0	0	50000
NC_065571.1	13550000	13600000	0.660300	0.339700	13820	7125	9860	19195	0	0	50000
NC_065571.1	13600000	13650000	0.694940	0.305060	17452	7772	7481	17295	0	0	50000
NC_065571.1	13650000	13700000	0.672340	0.327660	16681	8940	7443	16936	0	0	50000
NC_065571.1	13700000	13750000	0.687940	0.312060	16676	7517	8086	17721	0	0	50000
NC_065571.1	13750000	13800000	0.671760	0.328240	16281	7826	8586	17307	0	0	50000
NC_065571.1	13800000	13850000	0.683200	0.316800	16307	7635	8205	17853	0	0	50000
NC_065571.1	13850000	13900000	0.673740	0.326260	16712	8007	8306	16975	0	0	50000
NC_065571.1	13900000	13950000	0.682400	0.317600	17400	7574	8306	16720	0	0	50000
NC_065571.1	13950000	14000000	0.672940	0.327060	16860	8157	8196	16787	0	0	50000
NC_065571.1	14000000	14050000	0.680240	0.319760	17281	7435	8553	16731	0	0	50000
NC_065571.1	14050000	14100000	0.673000	0.327000	16344	7993	8357	17306	0	0	50000
NC_065571.1	14100000	14150000	0.680780	0.319220	17358	8291	7670	16681	0	0	50000
NC_065571.1	14150000	14200000	0.681720	0.318280	16822	7736	8178	17264	0	0	50000
NC_065571.1	14200000	14250000	0.666440	0.333560	16869	8445	8233	16453	0	0	50000
NC_065571.1	14250000	14300000	0.667660	0.332340	16409	8127	8490	16974	0	0	50000
NC_065571.1	14300000	14350000	0.692940	0.307060	17979	8111	7242	16668	0	0	50000
NC_065571.1	14350000	14400000	0.657960	0.342040	16510	8474	8628	16388	0	0	50000
NC_065571.1	14400000	14450000	0.647520	0.352480	16721	8768	8856	15655	0	0	50000
NC_065571.1	14450000	14500000	0.657680	0.342320	16090	8239	8877	16794	0	0	50000
NC_065571.1	14500000	14550000	0.653320	0.346680	17003	8890	8444	15663	0	0	50000
NC_065571.1	14550000	14600000	0.660020	0.339980	16225	8232	8767	16776	0	0	50000
NC_065571.1	14600000	14650000	0.675340	0.324660	15831	8029	8204	17936	0	0	50000
NC_065571.1	14650000	14700000	0.662960	0.337040	16561	8506	8346	16587	0	0	50000
NC_065571.1	14700000	14750000	0.665060	0.334940	16790	8459	8288	16463	0	0	50000
NC_065571.1	14750000	14800000	0.674340	0.325660	17311	7579	8704	16406	0	0	50000
NC_065571.1	14800000	14850000	0.647900	0.352100	17402	8616	8989	14993	0	0	50000
NC_065571.1	14850000	14900000	0.665660	0.334340	16695	7868	8849	16588	0	0	50000
NC_065571.1	14900000	14950000	0.640100	0.359900	15825	9503	8492	16180	0	0	50000
NC_065571.1	14950000	15000000	0.665040	0.334960	16341	8818	7930	16911	0	0	50000
NC_065571.1	15000000	15050000	0.677040	0.322960	16708	7805	8343	17144	0	0	50000
NC_065571.1	15050000	15100000	0.672600	0.327400	16815	8375	7995	16815	0	0	50000
NC_065571.1	15100000	15150000	0.652020	0.347980	16354	9174	8225	16247	0	0	50000
NC_065571.1	15150000	15200000	0.635200	0.364800	15433	8902	9338	16327	0	0	50000
NC_065571.1	15200000	15250000	0.675180	0.324820	16224	7852	8389	17535	0	0	50000
NC_065571.1	15250000	15300000	0.642240	0.357760	16040	9045	8843	16072	0	0	50000
NC_065571.1	15300000	15350000	0.669800	0.330200	16155	7779	8731	17335	0	0	50000
NC_065571.1	15350000	15400000	0.666920	0.333080	16479	7909	8745	16867	0	0	50000
NC_065571.1	15400000	15450000	0.656740	0.343260	16965	8422	8741	15872	0	0	50000
NC_065571.1	15450000	15500000	0.624540	0.375460	16088	9122	9651	15139	0	0	50000
NC_065571.1	15500000	15550000	0.671940	0.328060	16039	8529	7874	17558	0	0	50000
NC_065571.1	15550000	15600000	0.679440	0.320560	16626	7665	8363	17346	0	0	50000
NC_065571.1	15600000	15650000	0.664900	0.335100	17292	9026	7729	15953	0	0	50000
NC_065571.1	15650000	15700000	0.635480	0.364520	14942	9061	9165	16832	0	0	50000
NC_065571.1	15700000	15750000	0.687140	0.312860	17226	7675	7968	17131	0	0	50000
NC_065571.1	15750000	15800000	0.663680	0.336320	16639	8594	8222	16545	0	0	50000
NC_065571.1	15800000	15850000	0.694520	0.305480	17293	7639	7635	17433	0	0	50000
NC_065571.1	15850000	15900000	0.657860	0.342140	16010	8605	8502	16883	0	0	50000
NC_065571.1	15900000	15950000	0.653160	0.346840	15987	7856	9486	16671	0	0	50000
NC_065571.1	15950000	16000000	0.664640	0.335360	16697	8101	8667	16535	0	0	50000
NC_065571.1	16000000	16050000	0.663060	0.336940	16916	8506	8341	16237	0	0	50000
NC_065571.1	16050000	16100000	0.652120	0.347880	16164	9181	8213	16442	0	0	50000
NC_065571.1	16100000	16150000	0.628060	0.371940	15044	8835	9762	16359	0	0	50000
NC_065571.1	16150000	16200000	0.644060	0.355940	15464	8581	9216	16739	0	0	50000
NC_065571.1	16200000	16250000	0.681640	0.318360	16900	7399	8519	17182	0	0	50000
NC_065571.1	16250000	16300000	0.663920	0.336080	16598	8547	8257	16598	0	0	50000
NC_065571.1	16300000	16350000	0.688500	0.311500	17317	8613	6962	17108	0	0	50000
NC_065571.1	16350000	16400000	0.676120	0.323880	16803	8585	7609	17003	0	0	50000
NC_065571.1	16400000	16450000	0.641040	0.358960	16383	9772	8176	15669	0	0	50000
NC_065571.1	16450000	16500000	0.663920	0.336080	16977	7772	9032	16219	0	0	50000
NC_065571.1	16500000	16550000	0.646020	0.353980	15743	7976	9723	16558	0	0	50000
NC_065571.1	16550000	16600000	0.657740	0.342260	16197	8325	8788	16690	0	0	50000
NC_065571.1	16600000	16650000	0.652100	0.347900	15448	8935	8460	17157	0	0	50000
NC_065571.1	16650000	16700000	0.691420	0.308580	17141	7749	7680	17430	0	0	50000
NC_065571.1	16700000	16750000	0.631060	0.368940	13787	8564	9883	17766	0	0	50000
NC_065571.1	16750000	16800000	0.672300	0.327700	16635	7997	8388	16980	0	0	50000
NC_065571.1	16800000	16850000	0.661980	0.338020	16373	8579	8322	16726	0	0	50000
NC_065571.1	16850000	16900000	0.659520	0.340480	16254	8353	8671	16722	0	0	50000
NC_065571.1	16900000	16950000	0.650220	0.349780	16116	8247	9242	16395	0	0	50000
NC_065571.1	16950000	17000000	0.658160	0.341840	15478	7670	9422	17430	0	0	50000
NC_065571.1	17000000	17050000	0.634700	0.365300	14940	9182	9083	16795	0	0	50000
NC_065571.1	17050000	17100000	0.676780	0.323220	17131	7620	8541	16708	0	0	50000
NC_065571.1	17100000	17150000	0.652560	0.347440	16567	7903	9469	16061	0	0	50000
NC_065571.1	17150000	17200000	0.639380	0.360620	16155	8858	9173	15814	0	0	50000
NC_065571.1	17200000	17250000	0.639540	0.360460	16456	9521	8502	15521	0	0	50000
NC_065571.1	17250000	17300000	0.604280	0.395720	16643	10026	9760	13571	0	0	50000
NC_065571.1	17300000	17350000	0.665840	0.334160	17498	8541	8167	15794	0	0	50000
NC_065571.1	17350000	17400000	0.690920	0.309080	17460	7523	7931	17086	0	0	50000
NC_065571.1	17400000	17450000	0.619780	0.380220	15638	8970	10041	15351	0	0	50000
NC_065571.1	17450000	17500000	0.627340	0.372660	15974	9913	8720	15393	0	0	50000
NC_065571.1	17500000	17550000	0.623640	0.376360	14498	9846	8972	16684	0	0	50000
NC_065571.1	17550000	17600000	0.640000	0.360000	15722	8949	9051	16278	0	0	50000
NC_065571.1	17600000	17650000	0.626060	0.373940	16679	9171	9526	14624	0	0	50000
NC_065571.1	17650000	17700000	0.648920	0.351080	15131	8331	9223	17315	0	0	50000
NC_065571.1	17700000	17750000	0.626720	0.373280	14630	8830	9834	16706	0	0	50000
NC_065571.1	17750000	17800000	0.680020	0.319980	17380	7977	8022	16621	0	0	50000
NC_065571.1	17800000	17850000	0.664300	0.335700	15506	7701	9084	17709	0	0	50000
NC_065571.1	17850000	17900000	0.611460	0.388540	15879	8953	10474	14694	0	0	50000
NC_065571.1	17900000	17950000	0.669080	0.330920	16596	8291	8255	16858	0	0	50000
NC_065571.1	17950000	18000000	0.647060	0.352940	15401	8633	9014	16952	0	0	50000
NC_065571.1	18000000	18050000	0.677540	0.322460	16791	7950	8173	17086	0	0	50000
NC_065571.1	18050000	18100000	0.649720	0.350280	16921	8442	9072	15565	0	0	50000
NC_065571.1	18100000	18150000	0.656000	0.344000	15323	7561	9639	17477	0	0	50000
NC_065571.1	18150000	18200000	0.649060	0.350940	16152	8556	8991	16301	0	0	50000
NC_065571.1	18200000	18250000	0.617080	0.382920	15783	8807	10339	15071	0	0	50000
NC_065571.1	18250000	18300000	0.651220	0.348780	16208	8263	9176	16353	0	0	50000
NC_065571.1	18300000	18350000	0.662360	0.337640	17016	9049	7833	16102	0	0	50000
NC_065571.1	18350000	18400000	0.671880	0.328120	16206	8580	7826	17388	0	0	50000
NC_065571.1	18400000	18450000	0.649560	0.350440	16285	8728	8794	16193	0	0	50000
NC_065571.1	18450000	18500000	0.654460	0.345540	16469	9090	8187	16254	0	0	50000
NC_065571.1	18500000	18550000	0.672600	0.327400	16569	8067	8303	17061	0	0	50000
NC_065571.1	18550000	18600000	0.652820	0.347180	17727	8441	8918	14914	0	0	50000
NC_065571.1	18600000	18650000	0.675440	0.324560	17063	7772	8456	16709	0	0	50000
NC_065571.1	18650000	18700000	0.663260	0.336740	16423	7860	8977	16740	0	0	50000
NC_065571.1	18700000	18750000	0.631740	0.368260	15899	9644	8769	15688	0	0	50000
NC_065571.1	18750000	18800000	0.641740	0.358260	16591	8687	9226	15496	0	0	50000
NC_065571.1	18800000	18850000	0.620280	0.379720	14054	8902	10084	16960	0	0	50000
NC_065571.1	18850000	18900000	0.626320	0.373680	15891	8546	10138	15425	0	0	50000
NC_065571.1	18900000	18950000	0.633840	0.366160	15653	9670	8638	16039	0	0	50000
NC_065571.1	18950000	19000000	0.619180	0.380820	15321	9211	9830	15638	0	0	50000
NC_065571.1	19000000	19050000	0.634020	0.365980	16007	8497	9802	15694	0	0	50000
NC_065571.1	19050000	19100000	0.667840	0.332160	16713	8706	7902	16679	0	0	50000
NC_065571.1	19100000	19150000	0.636640	0.363360	16579	8894	9274	15253	0	0	50000
NC_065571.1	19150000	19200000	0.623160	0.376840	16552	10080	8762	14606	0	0	50000
NC_065571.1	19200000	19250000	0.614560	0.385440	14751	9163	10109	15977	0	0	50000
NC_065571.1	19250000	19300000	0.632280	0.367720	14831	8317	10069	16783	0	0	50000
NC_065571.1	19300000	19350000	0.635960	0.364040	16116	8200	10002	15682	0	0	50000
NC_065571.1	19350000	19400000	0.653040	0.346960	15006	8120	9228	17646	0	0	50000
NC_065571.1	19400000	19450000	0.633960	0.366040	17141	10525	7777	14557	0	0	50000
NC_065571.1	19450000	19500000	0.647500	0.352500	16588	9106	8519	15787	0	0	50000
NC_065571.1	19500000	19550000	0.639880	0.360120	16516	9616	8390	15478	0	0	50000
NC_065571.1	19550000	19600000	0.647560	0.352440	17852	9985	7637	14526	0	0	50000
NC_065571.1	19600000	19650000	0.657460	0.342540	16508	8153	8974	16365	0	0	50000
NC_065571.1	19650000	19700000	0.663820	0.336180	16373	9436	7373	16818	0	0	50000
NC_065571.1	19700000	19750000	0.685160	0.314840	19177	10010	5732	15081	0	0	50000
NC_065571.1	19750000	19800000	0.667960	0.332040	17832	9281	7321	15566	0	0	50000
NC_065571.1	19800000	19850000	0.663380	0.336620	18291	9962	6869	14878	0	0	50000
NC_065571.1	19850000	19900000	0.680220	0.319780	17448	8613	7376	16563	0	0	50000
NC_065571.1	19900000	19950000	0.671460	0.328540	18011	9348	7079	15562	0	0	50000
NC_065571.1	19950000	20000000	0.653160	0.346840	17617	9681	7661	15041	0	0	50000
NC_065571.1	20000000	20050000	0.655820	0.344180	17405	9963	7246	15386	0	0	50000
NC_065571.1	20050000	20100000	0.670860	0.329140	18421	9382	7075	15122	0	0	50000
NC_065571.1	20100000	20150000	0.650960	0.349040	18785	10669	6783	13763	0	0	50000
NC_065571.1	20150000	20200000	0.677880	0.322120	17994	8482	7624	15900	0	0	50000
NC_065571.1	20200000	20250000	0.673580	0.326420	17670	8935	7386	16009	0	0	50000
NC_065571.1	20250000	20300000	0.633880	0.366120	15995	9268	9038	15699	0	0	50000
NC_065571.1	20300000	20350000	0.665560	0.334440	17233	8248	8474	16045	0	0	50000
NC_065571.1	20350000	20400000	0.664700	0.335300	18087	10149	6616	15148	0	0	50000
NC_065571.1	20400000	20450000	0.673420	0.326580	16596	7561	8768	17075	0	0	50000
NC_065571.1	20450000	20500000	0.641920	0.358080	16339	9252	8652	15757	0	0	50000
NC_065571.1	20500000	20550000	0.660200	0.339800	18927	10158	6832	14083	0	0	50000
NC_065571.1	20550000	20600000	0.668760	0.331240	19024	9923	6639	14414	0	0	50000
NC_065571.1	20600000	20650000	0.635980	0.364020	14681	8807	9394	17118	0	0	50000
NC_065571.1	20650000	20700000	0.646400	0.353600	15677	8078	9602	16643	0	0	50000
NC_065571.1	20700000	20750000	0.645060	0.354940	13726	6942	10805	18527	0	0	50000
NC_065571.1	20750000	20800000	0.652240	0.347760	14794	7258	10130	17818	0	0	50000
NC_065571.1	20800000	20850000	0.654980	0.345020	17012	8931	8320	15737	0	0	50000
NC_065571.1	20850000	20900000	0.682460	0.317540	17998	8230	7647	16125	0	0	50000
NC_065571.1	20900000	20950000	0.668060	0.331940	18071	9636	6961	15332	0	0	50000
NC_065571.1	20950000	21000000	0.670440	0.329560	18276	9720	6758	15246	0	0	50000
NC_065571.1	21000000	21050000	0.647460	0.352540	16952	9257	8370	15421	0	0	50000
NC_065571.1	21050000	21100000	0.647580	0.352420	17442	9963	7658	14937	0	0	50000
NC_065571.1	21100000	21150000	0.658420	0.341580	16792	9468	7611	16129	0	0	50000
NC_065571.1	21150000	21200000	0.654580	0.345420	14418	7555	9716	18311	0	0	50000
NC_065571.1	21200000	21250000	0.671780	0.328220	14265	5987	10424	19324	0	0	50000
NC_065571.1	21250000	21300000	0.663540	0.336460	16346	7618	9205	16831	0	0	50000
NC_065571.1	21300000	21350000	0.650560	0.349440	15178	7559	9913	17350	0	0	50000
NC_065571.1	21350000	21400000	0.646200	0.353800	16295	8811	8879	16015	0	0	50000
NC_065571.1	21400000	21450000	0.649840	0.350160	14508	7381	10127	17984	0	0	50000
NC_065571.1	21450000	21500000	0.655440	0.344560	16074	8317	8911	16698	0	0	50000
NC_065571.1	21500000	21550000	0.624460	0.375540	14372	8307	10470	16851	0	0	50000
NC_065571.1	21550000	21600000	0.663860	0.336140	15112	7546	9261	18081	0	0	50000
NC_065571.1	21600000	21650000	0.681720	0.318280	15683	6720	9194	18403	0	0	50000
NC_065571.1	21650000	21700000	0.697740	0.302260	15294	5395	9718	19593	0	0	50000
NC_065571.1	21700000	21750000	0.675620	0.324380	15429	6289	9930	18352	0	0	50000
NC_065571.1	21750000	21800000	0.659540	0.340460	15883	7940	9083	17094	0	0	50000
NC_065571.1	21800000	21850000	0.667080	0.332920	13852	6262	10384	19502	0	0	50000
NC_065571.1	21850000	21900000	0.660960	0.339040	14833	7227	9725	18215	0	0	50000
NC_065571.1	21900000	21950000	0.634900	0.365100	14770	8017	10238	16975	0	0	50000
NC_065571.1	21950000	22000000	0.638620	0.361380	14650	7826	10243	17281	0	0	50000
NC_065571.1	22000000	22050000	0.679380	0.320620	16463	6639	9392	17506	0	0	50000
NC_065571.1	22050000	22100000	0.643380	0.356620	16247	8609	9222	15922	0	0	50000
NC_065571.1	22100000	22150000	0.635960	0.364040	16400	9417	8785	15398	0	0	50000
NC_065571.1	22150000	22200000	0.652120	0.347880	14800	7038	10356	17806	0	0	50000
NC_065571.1	22200000	22250000	0.625720	0.374280	14904	8673	10041	16382	0	0	50000
NC_065571.1	22250000	22300000	0.651060	0.348940	14911	7431	10016	17642	0	0	50000
NC_065571.1	22300000	22350000	0.588000	0.412000	13412	10147	10453	15988	0	0	50000
NC_065571.1	22350000	22400000	0.626560	0.373440	14048	9208	9464	17280	0	0	50000
NC_065571.1	22400000	22450000	0.628280	0.371720	13922	8265	10321	17492	0	0	50000
NC_065571.1	22450000	22500000	0.655900	0.344100	18155	9537	7668	14640	0	0	50000
NC_065571.1	22500000	22550000	0.663660	0.336340	18300	10218	6599	14883	0	0	50000
NC_065571.1	22550000	22600000	0.683720	0.316280	19780	10235	5579	14406	0	0	50000
NC_065571.1	22600000	22650000	0.659140	0.340860	16924	8267	8776	16033	0	0	50000
NC_065571.1	22650000	22700000	0.653180	0.346820	14795	7641	9700	17864	0	0	50000
NC_065571.1	22700000	22750000	0.642620	0.353380	14910	7392	10277	17221	200	0	50000
NC_065571.1	22750000	22800000	0.676260	0.323740	19290	9877	6310	14523	0	0	50000
NC_065571.1	22800000	22850000	0.673960	0.326040	19730	10445	5857	13968	0	0	50000
NC_065571.1	22850000	22900000	0.685820	0.314180	19287	9969	5740	15004	0	0	50000
NC_065571.1	22900000	22950000	0.693100	0.306900	19336	9877	5468	15319	0	0	50000
NC_065571.1	22950000	23000000	0.666400	0.333600	15380	7840	8840	17940	0	0	50000
NC_065571.1	23000000	23050000	0.650420	0.349580	15591	7829	9650	16930	0	0	50000
NC_065571.1	23050000	23100000	0.667580	0.332420	15330	6530	10091	18049	0	0	50000
NC_065571.1	23100000	23150000	0.625380	0.374620	15571	9393	9338	15698	0	0	50000
NC_065571.1	23150000	23200000	0.654320	0.345680	17391	9440	7844	15325	0	0	50000
NC_065571.1	23200000	23250000	0.679740	0.320260	18917	9867	6146	15070	0	0	50000
NC_065571.1	23250000	23300000	0.670160	0.329840	16164	7966	8526	17344	0	0	50000
NC_065571.1	23300000	23350000	0.679680	0.320320	18851	9990	6026	15133	0	0	50000
NC_065571.1	23350000	23400000	0.659660	0.340340	17335	10430	6587	15648	0	0	50000
NC_065571.1	23400000	23450000	0.644540	0.355460	17019	9975	7798	15208	0	0	50000
NC_065571.1	23450000	23500000	0.671500	0.328500	18802	10401	6024	14773	0	0	50000
NC_065571.1	23500000	23550000	0.667660	0.332340	17587	10334	6283	15796	0	0	50000
NC_065571.1	23550000	23600000	0.642880	0.357120	14180	8299	9557	17964	0	0	50000
NC_065571.1	23600000	23650000	0.645840	0.354160	14724	7599	10109	17568	0	0	50000
NC_065571.1	23650000	23700000	0.608440	0.391560	15337	10484	9094	15085	0	0	50000
NC_065571.1	23700000	23750000	0.594680	0.405320	15764	10496	9770	13970	0	0	50000
NC_065571.1	23750000	23800000	0.641800	0.358200	16783	8738	9172	15307	0	0	50000
NC_065571.1	23800000	23850000	0.651480	0.348520	16789	8807	8619	15785	0	0	50000
NC_065571.1	23850000	23900000	0.638740	0.361260	16108	9276	8787	15829	0	0	50000
NC_065571.1	23900000	23950000	0.633940	0.366060	16897	9629	8674	14800	0	0	50000
NC_065571.1	23950000	24000000	0.654240	0.345760	16966	8946	8342	15746	0	0	50000
NC_065571.1	24000000	24050000	0.656540	0.343460	16216	8791	8382	16611	0	0	50000
NC_065571.1	24050000	24100000	0.646880	0.353120	16891	8974	8682	15453	0	0	50000
NC_065571.1	24100000	24150000	0.617260	0.382740	14639	9766	9371	16224	0	0	50000
NC_065571.1	24150000	24200000	0.626500	0.373500	14621	9716	8959	16704	0	0	50000
NC_065571.1	24200000	24250000	0.624800	0.375200	15065	9318	9442	16175	0	0	50000
NC_065571.1	24250000	24300000	0.620480	0.379520	14564	10119	8857	16460	0	0	50000
NC_065571.1	24300000	24350000	0.644520	0.355480	15568	9268	8506	16658	0	0	50000
NC_065571.1	24350000	24400000	0.656620	0.343380	16431	8339	8830	16400	0	0	50000
NC_065571.1	24400000	24450000	0.652740	0.347260	17087	9098	8265	15550	0	0	50000
NC_065571.1	24450000	24500000	0.656760	0.343240	14248	6806	10356	18590	0	0	50000
NC_065571.1	24500000	24550000	0.667580	0.332420	16311	7456	9165	17068	0	0	50000
NC_065571.1	24550000	24600000	0.678960	0.321040	14692	5717	10335	19256	0	0	50000
NC_065571.1	24600000	24650000	0.680260	0.319740	14574	5687	10300	19439	0	0	50000
NC_065571.1	24650000	24700000	0.681240	0.318760	14737	5629	10309	19325	0	0	50000
NC_065571.1	24700000	24750000	0.665940	0.334060	15587	7304	9399	17710	0	0	50000
NC_065571.1	24750000	24800000	0.652720	0.347280	15940	8391	8973	16696	0	0	50000
NC_065571.1	24800000	24850000	0.656240	0.343760	16767	9149	8039	16045	0	0	50000
NC_065571.1	24850000	24900000	0.667800	0.332200	17079	9182	7428	16311	0	0	50000
NC_065571.1	24900000	24950000	0.679420	0.320580	19521	10392	5637	14450	0	0	50000
NC_065571.1	24950000	25000000	0.679480	0.320520	19009	10346	5680	14965	0	0	50000
NC_065571.1	25000000	25050000	0.676400	0.323600	18009	9292	6888	15811	0	0	50000
NC_065571.1	25050000	25100000	0.657120	0.342880	17080	9843	7301	15776	0	0	50000
NC_065571.1	25100000	25150000	0.668520	0.331480	18253	10217	6357	15173	0	0	50000
NC_065571.1	25150000	25200000	0.682880	0.317120	18940	10110	5746	15204	0	0	50000
NC_065571.1	25200000	25250000	0.659020	0.340980	18289	9526	7523	14662	0	0	50000
NC_065571.1	25250000	25300000	0.656620	0.343380	18292	9029	8140	14539	0	0	50000
NC_065571.1	25300000	25350000	0.679360	0.320640	19189	9538	6494	14779	0	0	50000
NC_065571.1	25350000	25400000	0.670800	0.329200	17145	8345	8115	16395	0	0	50000
NC_065571.1	25400000	25450000	0.683300	0.316700	19790	10299	5536	14375	0	0	50000
NC_065571.1	25450000	25500000	0.672820	0.327180	16727	8438	7921	16914	0	0	50000
NC_065571.1	25500000	25550000	0.676480	0.323520	18196	9291	6885	15628	0	0	50000
NC_065571.1	25550000	25600000	0.597340	0.402660	15531	11107	9026	14336	0	0	50000
NC_065571.1	25600000	25650000	0.655220	0.344780	16317	9158	8081	16444	0	0	50000
NC_065571.1	25650000	25700000	0.680560	0.319440	15643	6877	9095	18385	0	0	50000
NC_065571.1	25700000	25750000	0.668560	0.331440	15440	6991	9581	17988	0	0	50000
NC_065571.1	25750000	25800000	0.675700	0.320300	14722	5552	10463	19063	200	0	50000
NC_065571.1	25800000	25850000	0.684320	0.315680	14840	5436	10348	19376	0	0	50000
NC_065571.1	25850000	25900000	0.681940	0.318060	14901	5535	10368	19196	0	0	50000
NC_065571.1	25900000	25950000	0.678480	0.321520	15123	5858	10218	18801	0	0	50000
NC_065571.1	25950000	26000000	0.653100	0.346900	15275	7791	9554	17380	0	0	50000
NC_065571.1	26000000	26050000	0.643680	0.356320	14328	7561	10255	17856	0	0	50000
NC_065571.1	26050000	26100000	0.650940	0.349060	15137	8810	8643	17410	0	0	50000
NC_065571.1	26100000	26150000	0.663760	0.336240	15576	7343	9469	17612	0	0	50000
NC_065571.1	26150000	26200000	0.675420	0.324580	18531	9273	6956	15240	0	0	50000
NC_065571.1	26200000	26250000	0.590920	0.409080	15174	10662	9792	14372	0	0	50000
NC_065571.1	26250000	26300000	0.662480	0.337520	14762	6118	10758	18362	0	0	50000
NC_065571.1	26300000	26350000	0.675920	0.324080	16538	7397	8807	17258	0	0	50000
NC_065571.1	26350000	26400000	0.658800	0.341200	18452	10488	6572	14488	0	0	50000
NC_065571.1	26400000	26450000	0.640580	0.359420	16705	10146	7825	15324	0	0	50000
NC_065571.1	26450000	26500000	0.665700	0.334300	18927	10832	5883	14358	0	0	50000
NC_065571.1	26500000	26550000	0.678020	0.321980	16990	7511	8588	16911	0	0	50000
NC_065571.1	26550000	26600000	0.650660	0.349340	15253	8299	9168	17280	0	0	50000
NC_065571.1	26600000	26650000	0.654520	0.345480	16384	8446	8828	16342	0	0	50000
NC_065571.1	26650000	26700000	0.662020	0.337980	17281	8451	8448	15820	0	0	50000
NC_065571.1	26700000	26750000	0.673960	0.326040	16906	7930	8372	16792	0	0	50000
NC_065571.1	26750000	26800000	0.673500	0.326500	15470	6837	9488	18205	0	0	50000
NC_065571.1	26800000	26850000	0.658940	0.341060	18154	10077	6976	14793	0	0	50000
NC_065571.1	26850000	26900000	0.641120	0.358880	16996	10938	7006	15060	0	0	50000
NC_065571.1	26900000	26950000	0.671640	0.328360	18120	9199	7219	15462	0	0	50000
NC_065571.1	26950000	27000000	0.673420	0.326580	18105	10335	5994	15566	0	0	50000
NC_065571.1	27000000	27050000	0.669700	0.330300	17663	9342	7173	15822	0	0	50000
NC_065571.1	27050000	27100000	0.668900	0.331100	17989	9867	6688	15456	0	0	50000
NC_065571.1	27100000	27150000	0.676240	0.323760	17804	9126	7062	16008	0	0	50000
NC_065571.1	27150000	27200000	0.687420	0.312580	15250	5675	9954	19121	0	0	50000
NC_065571.1	27200000	27250000	0.664320	0.335680	15593	6657	10127	17623	0	0	50000
NC_065571.1	27250000	27300000	0.677980	0.322020	15367	6621	9480	18532	0	0	50000
NC_065571.1	27300000	27350000	0.650340	0.349660	15316	7750	9733	17201	0	0	50000
NC_065571.1	27350000	27400000	0.684080	0.315920	18664	9496	6300	15540	0	0	50000
NC_065571.1	27400000	27450000	0.659580	0.340420	17560	10100	6921	15419	0	0	50000
NC_065571.1	27450000	27500000	0.656960	0.343040	17952	10150	7002	14896	0	0	50000
NC_065571.1	27500000	27550000	0.635360	0.364640	15356	9272	8960	16412	0	0	50000
NC_065571.1	27550000	27600000	0.666580	0.333420	17054	8648	8023	16275	0	0	50000
NC_065571.1	27600000	27650000	0.674980	0.325020	17542	8483	7768	16207	0	0	50000
NC_065571.1	27650000	27700000	0.656860	0.343140	17352	9419	7738	15491	0	0	50000
